track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,lyrics
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,54,32,66,2,0,107,,Major,87,20,83,0,4,31,9,"Tengo una punto 40 y es para- Tengo una punto 40 y es para- Tengo una punto 40 y es para- (Tengo una punto 40) (40 40 40 40) (Tengo una punto 40 y es para- Tengo una punto 40 y es para- Tengo una punto 40 y es para- Tengo una punto 40 y es para-) (Tengo una punto 40 y es para- Tengo una punto 40 y es para- Tengo una punto 40 y es para- Tengo una punto 40 y es para-) (Ra-Rauw) No me la hagas usar Tengo una punto 40 Y una gata pa' perrear Que con ese culo en lo oscuro te revienta, yea Guayando con esa mini tÃº estÃ¡s abusando Bellaqueando, estamo' ignorando lo que estÃ¡ pasando Baby, tÃº sÃ­ estÃ¡s mÃ¡s dura que la de ayer TÃ­rame la seÃ±al si te quieres perder Por ahÃ­ comentan que mal me quieren ver Envidiosos, Â¿dÃ³nde estÃ¡n? Que no se dejan ver No me la hagan usar Yo la quiero usar No me la hagan usar Yo la quiero usar Tengo una punto 40 No me la hagan usar Tengo una punto 40 No me la hagan usar Yo de nadie nunca me voy a dejar Esta noche la vamo' a formar Somos los favoritos de la gente Ellos no mienten No me odien si estoy con ella Tengo la mÃ¡s bella Yo sÃ­ puedo que los borren si la tocan a ella Yo mato por ella Quiero darte en four en la silla, pon la' rodillas Y olvida, que vo' a martillarte con un reloj sin las manecillas TÃº estÃ¡s bien pilla, chipete Le gustan los billetes Y en un dÃ­a fueron cinco veces Le curÃ© la garganta y no fue con los teses Ella se lo merece Porque estÃ¡ sabrosa, crujiente, como tempura Se desaparece conmigo, no hay cobertura Si le doy de la pura Pura calentura Oye Este es el Zorro Junto con los lobos (Tengo una punto 40) Es hora de moverse, papi (Tengo una punto 40) Es hora, Rauw De pasar factura (Tengo una punto 40) Ra-Rauw Rauw Alejandro Rauw Alejandro Baby Rasta Baby Rasta Nosotros somos influyentes de la mÃºsica Anoten Saturno (Saturno) Kenobi Mr, NaisGai DÃ­melo, Colla (The motherfucking Sensei)"
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24,
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7,"Early morning There's a message on my phone It's my mother saying, ""Darling, please come home"" I fear the worst But how could you leave us all behind? There's so much to say but there's so little time So how do I say goodbye To someone who's been with me for my whole damn life? You gave me my name and the colour of your eyes I see your face when I look at mine So how do I, how do I, how do I say goodbye? When I couldn't, you always saw the best in me Right or wrong, you were always on my side But I'm scared of what life without you's like And I saw the way she looked into your eyes And I promise if you go, I will make sure she's alright So how do I say goodbye To someone who's been with me for my whole damn life? You gave me my name and the colour of your eyes I see your face when I look at mine So how do I, how do I, how do I say goodbye? And there's no way you could ever let me down Gonna steal some time and start again You'll always be my closest friend And someday we are gonna make it out Just hold the light, just hold the light So how do I say goodbye To someone who's been with me for my whole damn life? You gave me my name and the colour of your eyes I see your face when I look at mine So how do I, how do I, how do I say goodbye? So how do I, how do I, how do I say goodbye?"
Blind,SZA,1,2022,12,9,1484,0,163284000,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,"Niggas want me to get ratchet Niggas want me to attack it Put the hood on, now they callin' me Cassius Raunchy like Bob Saget Greedy, I can't pass it Eatin' everything, nigga, no fasting I don't care how much you knew me in the past tense I ain't no Julia Stiles, this ain't no last dance, way past it Way Fuckin' on my ex 'cause he validate me Fuckin' up a check, I don't want no receipt Mind keep possessed, let my spirit speak freely Hey, my past can't escape me My pussy precedes me My, my, how the times change I'm still playin' the victim And you still playin' the pick-me It's so embarrassing All of the things I need living inside of me I can't see it It's so embarrassing All of the love I seek living inside of me I can't see, I'm blind Blind, blind Blind, blind Blind, blind Blind, blind Blind, blind You ain't getting your bitch back ""Calm down, shit could be worse"", never say that I don't want pipe down, rather get payback Mama told me, ""Never shit where you lay at"" I don't want righteousness I hurt too much, I lost too much, I lust too much I hit my clutch and vroom Third day pop out the tomb I like when you pull your gun at the red light I like all that violence, give me dysfunction I like when you come, never stay the whole night Better when you high, never tell me I'm wrong 'Cause my past can't escape me My pussy precedes me My, my, how the times change You still talking 'bout babies And I'm still taking a Plan B It's so embarrassing All of the things I need living inside of me I can't see it It's so embarrassing All of the love I seek living inside of me I can't see, I'm blind Blind, blind Blind, blind Blind, blind Blind, blind Blind, blind"
Die For You,Joji,1,2022,11,4,1703,0,246390068,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,
Doja,Central Cee,1,2022,7,20,4169,44,482257456,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29,"How can I be homophobic? My bitch is gay Hit man in the top, try see a man topless, even the stick is gay Huggin' my bruddas and say that I love them but I don't swing that way The mandem celebrate Eid, the trap still runnin' on Christmas Day Somebody tell Doja Cat That I'm tryna indulge in that In my grey tracksuit, see the bulge in that See the motion clap when you're throwing it back (When you're throwing it back) These females planning on doing me wrong So I'm grabbing' a 'dom out the Trojan pack Post the location after we're gone Can't slip and let them know where we're at I don't know about you but I value my life (But I value my life) 'Cause imagine I die (Die) And I ain't made a hundred M's yet There's so much things I ain't done yet Like fuckin' a flight attendant, huh I don't party but I heard Cardi there So fuck it, I might attend it Gotta kick back sometimes and wonder How life woulda been if I never did take them risks and would have I prospered? Floatin' and I won't go under Been outta town for a month Absence made the love grow fonder UK rap or UK drill, gotta mention my name if you talk 'bout the genre (Alright) How can I be homophobic? (My bitch is gay) Hit man in the top, try see a man topless, even the stick is gay Huggin' my bruddas and say that I love them but I don't swing that way (Way) The mandem celebrate Eid, the trap still runnin' on Christmas Day How can I be homophobic? My bitch is gay Hit man in the top, try see a man topless, even the stick is gay Huggin' my bruddas and say that I love them but I don't swing that way (Way) The mandem celebrate Eid, the trap still runnin' on Christmas Day"
Gatita,Bellakath,1,2022,10,3,1054,0,168684524,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6,"Una gatita que le gusta el mambo Una gatita que le gusta el mambo Una gatita que le gusta el mambo Con todos los malos sale a bellaquear Una gatita que le gusta el mambo Con todos los malos sale a vacilar Una gatita que le gusta el mambo Con todos los malos sale a bellaquear Una gatita que le gusta el mambo Con todos los malos sale a vacilar Yo soy una gatita Ã‰l me llama siempre que besarme necesita Quiere que lo explote como explota dinamita No lo mueva rÃ¡pido, mi papi solicita Y cuando estoy arriba Quiere que me baje como Ã©l me lo indica Que le dÃ© bien duro hasta que se derrita PÃ­dele al DJ volumen y que lo repita Cuando me bailas, bebÃ©, yo soy tu fanÃ¡tica TÃº eres mi gatito y yo tu gatita Se pone sÃ¡tiro, me pongo sÃ¡tira TÃº eres mi loquito y yo tu loquita Una gatita que le gusta el mambo Con todos los malos sale a bellaquear Una gatita que le gusta el mambo Con todos los malos sale a vacilar Una gatita que le gusta el mambo Con todos los malos sale a bellaquear Una gatita que le gusta el mambo Con todos los malos sale a vacilar Yo soy una gatita Ã‰l me llama siempre que besarme necesita Quiere que lo explote como explota dinamita No lo mueva rÃ¡pido, mi papi solicita Y cuando estoy arriba Quiere que me baje como Ã©l me lo indica Que le dÃ© bien duro hasta que se derrita PÃ­dele al DJ volumen y que lo repita Cuando me bailas, bebÃ©, yo soy tu fanÃ¡tica TÃº eres mi gatito y yo tu gatita Se pone sÃ¡tiro, me pongo sÃ¡tira TÃº eres mi loquito y yo tu loquita Una gatita que le gusta el mambo Con todos los malos sale a bellaquear Una gatita que le gusta el mambo Con todos los malos sale a vacilar Una gatita que le gusta el mambo Con todos los malos sale a bellaquear Una gatita que le gusta el mambo Con todos los malos sale a vacilar Una gatita que le gusta el mambo (Mm, ah) Una gatita que le gusta el mambo (Mm, ah; jajaja) Una gatita que le gusta el mambo Con todos los malos sale a bellaquear Una gatita que le gusta el mambo Con todos los malos sale a vacilar Jajaja Muah"
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6,"Hear the rumble Hear the rumble, yeah, yeah Hear theâ€” Run for dem life, when I step into the jungle Said they wanna group up They better move up, never gonna win a Royal Rumble And when I come through, you know what I love do I send shots for your team and leader I make a witness decide to vacate The war's gettin' sweet just like a Ribena Yo, listen, you hear that? Killers in the jungle Killers in the jungle Killers in the jungle Yo, listen, you hear that? Killers in the jungle Killers in the jungle Killers in the jungle Hear the rumble Hear the rumble, yeah, yeah DJ, pull up the tune, bun up the room, straight to theâ€” DJ, pull up the tune, bun up the room, straight to theâ€” DJ, pull up the tune, bun up the room, straight to theâ€” DJ, pull up the tune, bun up the room, straight to theâ€” Yo, you hear that? Over, smell the aroma Dem gone, dead a really long time, me nuh ramp Me nuh skin, couldn't wake from a coma Listen, you hear that? Shots gettin' fired in a warzone Rifle a spin like gorillas in the mist Nothin' ain't criss when you end up in a jungle Yo, listen, you hear that? Killers in the jungle Killers in the jungle Killers in the jungle Yo, listen, you hear that? Killers in the jungle Killers in the jungle Killers in the jungle Jungle, the jungle, the jungle, the jungle, the jungle, the jungle (Pull up the tune, bun up theâ€”) Jungle, jungle, jungle, jungle, jungle, jungle Hear-hear-hear-hear-hear the rumble, yeah, yeah (Yo) Hear the rumble, yeah, yeah DJ, pull up the tune, bun up the room, straight to theâ€” DJ, pull up the tune, bun up the room, straight to theâ€” DJ, pull up the tune, bun up the room, straight to theâ€” DJ, pull up the tune, bun up the room, straight to the moon again"
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29,
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,"Yeah-yeah-yeah-yeah Yeah-yeah-yeah-yeah-yeah-yeah Yeah-yeah-yeah-eh, yeah Una noche mÃ¡s y copas de mÃ¡s TÃº no me dejas en paz, de mi mente no te vas Aunque sÃ© que no debo, ey Pensar en ti, bebÃ©, pero cuando bebo Me viene tu nombre, tu cara, tu risa y tu pelo, ey Dime dÃ³nde tÃº estÃ¡', que yo por ti cojo un vuelo Y a Yonaguni le llego, oh Aunque sÃ© que no debo, ey Pensar en ti, bebÃ©, pero cuando bebo Me viene tu nombre, tu cara, tu risa y tu pelo, ey Dime dÃ³nde tÃº estÃ¡', que yo por ti cojo un vuelo Y a Yonaguni le llego, ey No me busque' en Instagram, mami, bÃºscame en casa Pa' que vea' lo que pasa, ey Si tÃº me prueba', te casa', ey Ese cabrÃ³n ni te abraza Y yo loco por tocarte Pero ni me atrevo a textearte TÃº con cualquier outfit la parte' Mami, tÃº ere' aparte Shorty, tiene' un culo bien grande, eh De-Demasia'o grande Y yo lo tengo estudia'o, ya mismo me gradÃºo Y en la cara me lo tatÃºo Vi que viste mi story y subiste una pa' mÃ­ Yo que me iba a dormir, ey En la disco habÃ­an mil Y yo bailando contigo en mi mente Aunque sÃ© que no debo Pensar en ti, bebÃ©, pero cuando bebo Me viene tu nombre, tu cara, tu risa y tu pelo, ey Dime dÃ³nde tÃº estÃ¡', que yo por ti cojo un vuelo Y a Yonaguni le llego Si me da' tu direcciÃ³n, yo te mando mil carta' Si me da' tu cuenta de banco, un millÃ³n de peso' To'a la noche arrodillado a Dio' le rezo Pa' que ante' que se acabe el aÃ±o tÃº me de' un beso Y empezar el 2023 bien cabrÃ³n Contigo y un blunt TÃº te ve' asesina con ese mahÃ³n (Â¡Wuh!) Me matas sin un pistolÃ³n Y yo te compro un Banshee Gucci, Givenchy Un poodle, un frenchie El pasto, lo' munchie' Te canto un mariachi Me convierto en Itachi, eh Yeah-yeah-yeah-yeah Bad Bunny, baby, bebÃ© Bad Bunny, baby, bebÃ© ä»Šæ—¥ã¯ã‚»ãƒƒã‚¯ã‚¹ã—ãŸã„ ã§ã‚‚ã‚ãªãŸã¨ã ã‘ ã©ã“ã«ã„ã¾ã™ã‹ï¼Ÿ ã©ã“ã«ã„ã¾ã™ã‹ï¼Ÿ ä»Šæ—¥ã¯ã‚»ãƒƒã‚¯ã‚¹ã—ãŸã„ ã§ã‚‚ã‚ãªãŸã¨ã ã‘ ã©ã“ã«ã„ã¾ã™ã‹ï¼Ÿ ã©ã“ã«ã„ã¾ã™ã‹ï¼ŸEh"
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,"She's alright That girl's alright with me Yeah Ay, yo I can lick it, I can ride it While you slippin' and slidin' I can do all them little tricks and keep the dick up inside it You can smack it, you can grip it You can go down and kiss it And every time he leave me 'lone, he always tell me he miss it He want a F-R-EEEEE-A-K F-R-EEEEE-A-K, A-K, A-K, A-K EEEEE-A-K F-R-EEEEE-A-K One thing about me, I'm the baddest alive He know the prettiest bitch didn't come until I arrive I don't let bitches get to me, I fuck they man if they try I got a princess face, a killer body, samurai mind They can't be Nicki, they so stupid, I just laugh when they try A thong bikini up my ass, I think I'll go for a dive His ex bitch went up against me, but she didn't survive On applications I write, ""Pressure"", 'cause that's what I apply (Brrrr) Pressure applied, can't fuck a regular guy Wetter than umbrellas and stickier than Apple Pie I can lick it, I can ride it While you slippin' and slidin' I can do all them little tricks and keep the dick up inside it You can smack it, you can grip it You can go down and kiss it And every time he leave me 'lone, he always tell me he miss it He want a F-R-EEEEE-A-K F-R-EEEEE-A-K, A-K, A-K, A-K EEEEE-A-K F-R-EEEEE-A-K 'Cause what the fuck, this ain't Chanel, nigga, custom down? Like, what the fuck, this ain't Burberry, custom brown? He said, ""Could you throw it back while you touch the ground?"" Then he said, ""Do that pussy purr?"" I said, ""Yup, meow"" Hold up, fuck boys, ain't no need for you to roll up Ain't no need for you to double tap neither, scroll up Keep these bitches on they toes like Manolo Be on the lookout when I come through, BOLO Oh, whoa Elegant bitch with a hoe glow If it ain't big, then I won't blow Eeny, meeny, miny, moe Fuck is the tea? I just F'd a G Make him say ""Uhh"", just ask Master P Ball so hard, I just took a knee Get me Rocky A$AP, nigga, word to RIH Freak F-f-freak Some gyal a freak Gyal a freak Gyal a freak, freak, freak, freak I can lick it, I can ride it While you slippin' and slidin' I can do all them little tricks and keep the dick up inside it You can smack it, you can grip it You can go down and kiss it And every time he leave me 'lone, he always tell me he miss it He want a F-R-EEEEE-A-K F-R-EEEEE-A-K, A-K, A-K, A-K EEEEE-A-K F-R-EEEEE-A-K"
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,"It doesn't hurt me Do you wanna feel how it feels? Do you wanna know, know that it doesn't hurt me? Do you wanna hear about the deal that I'm making? You, it's you and me And if I only could I'd make a deal with God And I'd get him to swap our places Be running up that road Be running up that hill Be running up that building Say, if I only could, ooh You don't wanna hurt me But see how deep the bullet lies Unaware I'm tearing you asunder Ooh, there is thunder in our hearts Is there so much hate for the ones we love? Oh, tell me, we both matter, don't we? You, it's you and me It's you and me won't be unhappy And if I only could I'd make a deal with God And I'd get him to swap our places Be running up that road Be running up that hill Be running up that building Say, if I only could, ooh You It's you and me It's you and me won't be unhappy Oh, come on, baby. Oh, come on, darling Let me steal this moment from you now Oh, come on, angel. Come on, come on, darling Let's exchange the experience, ooh And if I only could I'd make a deal with God And I'd get him to swap our places I'd be running up that road Be running up that hill With no problems Say, if I only could I'd make a deal with God And I'd get him to swap our places Be running up that road Be running up that hill With no problems So if I only could And make a deal with God I'd get him to swap our places I'd be running up that road Be running up that hill With no problems So if I only could Be running up that hill With no problems If I only could, be running up that hill If I only could, be running up that hill"
Dream On,Aerosmith,1,1973,1,5,168,0,838586769,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3,"Every time that I look in the mirror All these lines on my face getting clearer The past is gone It went by like dusk to dawn Isn't that the way? Everybody's got their dues in life to pay, yeah I know nobody knows Where it comes and where it goes I know it's everybody's sin You got to lose to know how to win Half my life's in books' written pages Lived and learned from fools and from sages You know it's true All the things come back to you Sing with me, sing for the year Sing for the laughter and sing for the tear Sing with me, if it's just for today Maybe tomorrow the good Lord will take you away Sing with me, sing for the year Sing for the laughter and sing for the tear Sing with me, it's just for today Maybe tomorrow the good Lord will take you away Dream on, dream on, dream on Dream until your dreams come true Dream on, dream on, dream on Dream until your dreams come true Dream on, dream on Dream on, dream on Dream on, dream on Dream on Ah! Sing with me, sing for the year Sing for the laughter and sing for the tear Sing with me, if it's just for today Maybe tomorrow the good Lord will take you away Sing with me, sing for the year Sing for the laughter and sing for the tear Sing with me, it's just for today Maybe tomorrow the good Lord will take you away"
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46,
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10,"You're just like my favourite song going 'round and 'round my head Like my favourite song going 'round and 'round my head Five days on the freeway Riding shotgun with you (Yeah, yeah) Two hearts in the fast lane We had big dreams in blue (Yeah, yeah) Playing ""Sweet Child O' Mine"" And I still feel that line Where are you now? Where are you now? Hey, it's been too long Too long ago, my love Where did we go wrong? Too late to turn around Where are you now? Where are you now? Hey, it's been too long You're just like my favourite song going 'round and 'round my head Like my favourite song going 'round and 'round my head You're just like my favourite song going 'round and 'round my head Like my favourite song going 'round and 'round my head (Hey, hey, hey, hey, hey) (Hey, hey, hey) Where are you now? (Hey, hey, hey) Hey, it's been too long Some days I can feel it But the feeling ain't all blue (Yeah, yeah) You got me believing One day you gotta come through (Yeah, yeah) Lost in these city lights 'Cause I can't sleep tonight Where are you now? Where are you now? Hey, it's been too long Too long ago, my love Where did we go wrong? Too late to turn around Where are you now? Where are you now? Hey, it's been too long You're just like my favourite song going 'round and 'round my head Like my favorite song going 'round and 'round my head You're just like my favourite song going 'round and 'round my head Like my favourite song going 'round and 'round my head (Hey, hey, hey, hey, hey) (Hey, hey, hey) (Hey, hey, hey) Where are you now? Where are you now? Where are you now? Where are you now? Where are you now?"
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8,
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,"(One, two, three, four) Ooh, ooh Every time you come around, you know I can't say no Every time the sun goes down, I let you take control I can feel the paradise before my world implodes And tonight had something wonderful My bad habits lead to late nights endin' alone Conversations with a stranger I barely know Swearin' this'll be the last, but it probably won't I got nothin' left to lose, or use, or do My bad habits lead to wide eyes stare into space And I know I lose control of the things that I say Yeah, I was lookin' for a way out, now I can't escape Nothin' happens after two, it's true, it's true My bad habits lead to you Ooh-ooh, ooh-ooh My bad habits lead to you Ooh-ooh, ooh-ooh My bad habits lead to you Every pure intention ends when the good times start Fallin' over everything to reach the first time's spark It started under neon lights and then it all got dark I only know how to go too far My bad habits lead to late nights endin' alone Conversations with a stranger I barely know Swearin' this'll be the last, but it probably won't I got nothin' left to lose, or use, or do My bad habits lead to wide eyes stare into space And I know I lose control of the things that I say Yeah, I was lookin' for a way out, now I can't escape Nothin' happens after two, it's true, it's true My bad habits lead to you Ooh-ooh, ooh-ooh My bad habits lead to you Ooh-ooh, ooh-ooh We took the long way 'round And burned 'til the fun ran out, now My bad habits lead to late nights endin' alone Conversations with a stranger I barely know Swearin' this'll be the last, but it probably won't I got nothin' left to lose, or use, or do My bad habits lead to wide eyes stare into space And I know I lose control of the things that I say Yeah, I was lookin' for a way out, now I can't escape Nothin' happens after two, it's true, it's true My bad habits lead to you Ooh-ooh, ooh-ooh My bad habits lead to you Ooh-ooh, ooh-ooh My bad habits lead to you"
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,"Yeah, yo Estoy buscando alguien que me quiera como Pucca quiere a Garu Una baby otaku Que me gima como un anime y lo mame en el Subaru (-Baru) Bebecita, dime awu (Awu) Un cosplay, bebecita de Chun-Li Un bofetÃ³n, a tu pompa, Will Smith MÃ³ntate en la nave, tunning de Need For Speed, y Es como Icata, estÃ¡ rompiendo en el IG Se puso roja cuando conmigo chocÃ³ Le metÃ­, y la almohada mordiÃ³ Lo moviÃ³ de arriba a abajo Geri Hoops Lo que tocaste, cariÃ±o, no era la Glock Ella su pompa postea CÃ³mo twerkea, pa' que yo la vea (Vea) Yo le llego donde sea Le caigo a tu aldea, solo pa' que vea (Vea, el Nicko pero el OG) Y OG Kush, sube, baja, modo hentai pero todo shh No-No-Nos fugamo' en la Mitsubishi, nos tiramo' una (Shh) Ando con el Poli, no con la policÃ­a El Chino era sapo y ni Alex lo sabÃ­a DÃ¡ndome la vida de GTA que querÃ­a Portando og de Khalifa y no te hablo de Mia (Calla'o) Me gusta cÃ³mo me mira esa muÃ±eca Cuando me baila, cuando me besa El cora lo tengo como rompecabeza' Y tu culito e' la Ãºltima pieza Estoy buscando alguien que me quiera como Pucca quiere a Garu (Garu) Una baby otaku (Otaku) Que me gima como un anime y lo mame en el Subaru (-Baru) Bebecita, dime awu Un cosplay, bebecita de Chun-Li Un bofetÃ³n, a tu pompa, Will Smith MÃ³ntate en la nave, tunning de Need For Speed y Es como Icata, estÃ¡ rompiendo en el IG Ella su pompa postea CÃ³mo twerkea, pa' que yo la vea (Vea) Yo le llego donde sea Le caigo a tu aldea, solo pa' que vea (Vea) U-U-U-Una otaku, una como tÃº, con el toto rosa'o como Majin Boo En el pvt, me baila en la pare', con el ki fusiona'o de Vegeta y Goku Y-Y yo cuando, te veo perreando (Oh) Sin ropa en mi cama como Chun-Li lo mama, mientra' estoy jugando Nintendo, no con tus sentimiento' Co-Co-Como Pucca quiere a Garu, yo en el Subaru, me voy envolviendo U-U-U-Un cosplay bebecita de Chun-Li Un bofetÃ³n, a tu pompa, Will Smith MÃ³ntate en la nave, tunning de Need For Speed Como el WestSide, 'ta rompiendo con el OG Chikiriban, ban, ban Chikiriban, chikiriban, chikiriban, chikiriba-ban Dime, dime, dime, dime, Pablito A las bebe' les mojamo' el clito Desde que tÃº ere' mi anime, me tirÃ³ y le lleguÃ©, yeah Ya, ya WestSide, WestSide Ya, ya FranC in the beats"
